G1,1,100,5,0
G1,1,21,538,0
G1,1,22,6000,0
G1,1,23,10,0
G1,1,23,1030,0
G1,1,23,10500,0
G1,1,23,1420,0
G1,1,23,4380,1000
G1,1,23,520,0
G1,1,23,909,0
G1,1,24,1000,0
G1,1,24,12830,0
G1,1,24,1419,0
G1,1,24,244,0
G1,1,24,250,0
G1,1,24,2550,700
G1,1,24,3820,0
G1,1,24,400,200
G1,1,24,5390,30
G1,1,24,6131,0
G1,1,24,800,0
G1,1,25,1000,0
G1,1,25,1050,0
G1,1,25,10700,0
G1,1,25,1200,0
G1,1,25,1220,0
G1,1,25,12550,5000
G1,1,25,2000,1700
G1,1,25,21290,0
G1,1,25,2270,0
G1,1,25,26742,7000
G1,1,25,3780,0
G1,1,25,4155,5
G1,1,25,4544,0
G1,1,25,5212,2800
G1,1,25,540,0
G1,1,25,7124,4000
G1,1,25,984,1270
G1,1,26,10560,0
G1,1,26,1080,500
G1,1,26,1200,0
G1,1,26,13565,300
G1,1,26,15202,8000
G1,1,26,1750,0
G1,1,26,19990,2800
G1,1,26,2100,0
G1,1,26,22280,7100
G1,1,26,3396,0
G1,1,26,35010,26000
G1,1,26,3650,20
G1,1,26,3940,1600
G1,1,26,4668,3007
G1,1,26,5100,3000
G1,1,26,5223,0
G1,1,26,5850,0
G1,1,26,590,0
G1,1,26,6545,0
G1,1,26,750,0
G1,1,26,9050,7900
G1,1,27,10217,4500
G1,1,27,1170,0
G1,1,27,15570,14000
G1,1,27,1726,0
G1,1,27,2120,0
G1,1,27,2446,1803
G1,1,27,2560,0
G1,1,27,2865,0
G1,1,27,3400,0
G1,1,27,5416,4100
G1,1,27,5530,5500
G1,1,27,6170,100
G1,1,27,7000,0
G1,1,27,8254,0
G1,1,27,8386,1800
G1,1,27,8487,0
G1,1,27,888,0
G1,1,27,9012,0
G1,1,28,10200,6900
G1,1,28,10240,8000
G1,1,28,11580,400
G1,1,28,12600,0
G1,1,28,14200,420
G1,1,28,1577,50
G1,1,28,1720,20
G1,1,28,1856,0
G1,1,28,22670,13300
G1,1,28,2320,0
G1,1,28,3220,0
G1,1,28,5300,0
G1,1,28,7140,0
G1,1,28,7860,220
G1,1,28,8100,6400
G1,1,28,9600,0
G1,1,29,10685,7000
G1,1,29,1100,0
G1,1,29,1109,0
G1,1,29,12100,320
G1,1,29,12739,0
G1,1,29,1300,0
G1,1,29,18671,3600
G1,1,29,2470,1219
G1,1,29,26960,0
G1,1,29,30360,3000
G1,1,29,4040,500
G1,1,29,44000,22000
G1,1,29,4500,1000
G1,1,29,50,0
G1,1,29,5866,1320
G1,1,29,6200,0
G1,1,29,6476,2000
G1,1,29,6882,1200
G1,1,29,7780,0
G1,1,29,800,0
G1,1,29,820,0
G1,1,29,870,0
G1,1,29,8890,3500
G1,1,30,1000,50
G1,1,30,1005,0
G1,1,30,1055,1000
G1,1,30,12545,1040
G1,1,30,13388,8000
G1,1,30,14660,0
G1,1,30,15516,4000
G1,1,30,17150,0
G1,1,30,20500,8000
G1,1,30,2334,0
G1,1,30,5220,1000
G1,1,30,634,2064
G1,1,30,8400,60
G1,1,31,12792,0
G1,1,31,14356,1000
G1,1,31,1630,0
G1,1,31,1687,0
G1,1,31,20,0
G1,1,31,2191,20
G1,1,31,2240,0
G1,1,31,23600,17200
G1,1,31,24075,0
G1,1,31,3200,1800
G1,1,31,41780,0
G1,1,31,42850,22700
G1,1,31,4490,5300
G1,1,31,6210,0
G1,1,31,8100,1500
G1,1,31,824,0
G1,1,31,8344,100
G1,1,31,8800,1000
G1,1,31,9180,0
G1,1,32,1080,1134
G1,1,32,10883,0
G1,1,32,1170,910
G1,1,32,11725,2875
G1,1,32,14180,3000
G1,1,32,16200,0
G1,1,32,16259,700
G1,1,32,16440,7500
G1,1,32,17240,0
G1,1,32,18888,10000
G1,1,32,19360,0
G1,1,32,2001,3179
G1,1,32,2100,0
G1,1,32,22564,10000
G1,1,32,22584,0
G1,1,32,2600,0
G1,1,32,2697,105
G1,1,32,3430,0
G1,1,32,3680,2500
G1,1,32,4412,1200
G1,1,32,58216,22000
G1,1,32,6370,950
G1,1,32,6750,0
G1,1,32,7208,0
G1,1,32,7750,0
G1,1,32,7940,1000
G1,1,32,8336,500
G1,1,32,8730,1000
G1,1,33,10240,3000
G1,1,33,11110,1500
G1,1,33,11164,3900
G1,1,33,13290,0
G1,1,33,14580,0
G1,1,33,18800,6000
G1,1,33,1988,3400
G1,1,33,2300,0
G1,1,33,3000,0
G1,1,33,3515,0
G1,1,33,4100,0
G1,1,33,50,0
G1,1,33,5832,3500
G1,1,33,600,30
G1,1,33,7010,0
G1,1,33,9620,5000
G1,1,34,100,0
G1,1,34,10550,0
G1,1,34,1150,0
G1,1,34,14850,0
G1,1,34,16220,1000
G1,1,34,1700,100
G1,1,34,2020,300
G1,1,34,21258,0
G1,1,34,24959,13900
G1,1,34,25094,4300
G1,1,34,2575,0
G1,1,34,2845,2400
G1,1,34,30,0
G1,1,34,3007,0
G1,1,34,5220,1600
G1,1,34,55320,13000
G1,1,34,5652,0
G1,1,34,7160,0
G1,1,34,7364,2000
G1,1,34,800,860
G1,1,34,8502,0
G1,1,34,9478,0
G1,1,34,9515,0
G1,1,35,10140,7030
G1,1,35,10160,0
G1,1,35,10930,500
G1,1,35,11702,0
G1,1,35,1298,0
G1,1,35,14640,8000
G1,1,35,1585,0
G1,1,35,16125,9000
G1,1,35,19094,12400
G1,1,35,19250,11800
G1,1,35,19280,10304
G1,1,35,19893,8630
G1,1,35,2200,3000
G1,1,35,24056,12000
G1,1,35,2488,1286
G1,1,35,2705,4650
G1,1,35,3350,0
G1,1,35,4233,132
G1,1,35,4288,0
G1,1,35,4370,0
G1,1,35,660,1080
G1,1,35,660,2200
G1,1,35,7600,900
G1,1,35,77616,23270
G1,1,35,9000,0
G1,1,35,920,2500
G1,1,35,9330,20
G1,1,36,0,0
G1,1,36,10170,0
G1,1,36,10972,300
G1,1,36,1130,500
G1,1,36,11776,5760
G1,1,36,120,0
G1,1,36,12021,1540
G1,1,36,13740,0
G1,1,36,15620,0
G1,1,36,1800,0
G1,1,36,18456,0
G1,1,36,20900,5000
G1,1,36,22240,0
G1,1,36,22469,8000
G1,1,36,25500,0
G1,1,36,26820,15000
G1,1,36,27720,10000
G1,1,36,28800,2000
G1,1,36,2930,0
G1,1,36,29487,0
G1,1,36,33790,18870
G1,1,36,5632,4000
G1,1,36,5850,0
G1,1,36,7248,0
G1,1,36,7860,0
G1,1,37,1100,0
G1,1,37,1220,1640
G1,1,37,12900,0
G1,1,37,13520,0
G1,1,37,13548,0
G1,1,37,1426,0
G1,1,37,16249,7400
G1,1,37,16640,8000
G1,1,37,20,0
G1,1,37,2100,500
G1,1,37,22902,0
G1,1,37,25757,0
G1,1,37,27890,12150
G1,1,37,32060,100
G1,1,37,3594,0
G1,1,37,3636,2000
G1,1,37,4400,0
G1,1,37,4600,0
G1,1,37,4660,600
G1,1,37,5101,0
G1,1,37,5800,0
G1,1,37,6038,0
G1,1,37,6800,0
G1,1,37,8300,0
G1,1,38,100,0
G1,1,38,10189,3530
G1,1,38,18160,8100
G1,1,38,18645,8100
G1,1,38,2586,0
G1,1,38,27200,5736
G1,1,38,3050,0
G1,1,38,350,0
G1,1,38,36607,0
G1,1,38,39660,2700
G1,1,38,4840,0
G1,1,38,6460,5000
G1,1,38,7256,0
G1,1,39,10120,0
G1,1,39,10280,100
G1,1,39,11930,7600
G1,1,39,1320,30
G1,1,39,14300,0
G1,1,39,16386,0
G1,1,39,16700,7000
G1,1,39,20600,100
G1,1,39,25280,3300
G1,1,39,28083,9000
G1,1,39,3330,1400
G1,1,39,40320,17500
G1,1,39,4140,2500
G1,1,39,4730,540
