step,walltime,value,smoothed,sessionName
0,1570018772.7241132,0.11636498792921852,0.11636498792921852,team18/sr-hack-2019-dataset/1174
1,1570019379.7274768,0.09479939981061136,0.09479939981061136,team18/sr-hack-2019-dataset/1174
2,1570019980.042538,0.0863589355711951,0.0863589355711951,team18/sr-hack-2019-dataset/1174
3,1570020574.9264727,0.08030393585076652,0.08030393585076652,team18/sr-hack-2019-dataset/1174
4,1570021162.53755,0.07499470061251672,0.07499470061251672,team18/sr-hack-2019-dataset/1174
5,1570021754.816041,0.0703191454239145,0.0703191454239145,team18/sr-hack-2019-dataset/1174
6,1570022404.6220994,0.0666038567898599,0.0666038567898599,team18/sr-hack-2019-dataset/1174
7,1570023071.0505886,0.06452768286882854,0.06452768286882854,team18/sr-hack-2019-dataset/1174
8,1570023726.1279695,0.061423029599627296,0.061423029599627296,team18/sr-hack-2019-dataset/1174
9,1570024387.9757745,0.057779467712739806,0.057779467712739806,team18/sr-hack-2019-dataset/1174
10,1570025041.455992,0.054233426920497235,0.054233426920497235,team18/sr-hack-2019-dataset/1174
11,1570025701.11656,0.05132554982102098,0.05132554982102098,team18/sr-hack-2019-dataset/1174
12,1570026362.8263822,0.05046739550707111,0.05046739550707111,team18/sr-hack-2019-dataset/1174
13,1570027020.2296379,0.04698761869121972,0.04698761869121972,team18/sr-hack-2019-dataset/1174
14,1570027670.1554208,0.044937328501131524,0.044937328501131524,team18/sr-hack-2019-dataset/1174
15,1570028279.7154713,0.04324660350721151,0.04324660350721151,team18/sr-hack-2019-dataset/1174
16,1570028890.2447252,0.04131816920718986,0.04131816920718986,team18/sr-hack-2019-dataset/1174
17,1570029500.9918418,0.04157505528826977,0.04157505528826977,team18/sr-hack-2019-dataset/1174
18,1570030114.153632,0.039570367404189184,0.039570367404189184,team18/sr-hack-2019-dataset/1174
19,1570030719.8573077,0.036755750650431324,0.036755750650431324,team18/sr-hack-2019-dataset/1174
20,1570031329.6197577,0.03685866401793533,0.03685866401793533,team18/sr-hack-2019-dataset/1174
21,1570031940.383293,0.035588938019746406,0.035588938019746406,team18/sr-hack-2019-dataset/1174
22,1570032554.8237538,0.03534737264365106,0.03534737264365106,team18/sr-hack-2019-dataset/1174
23,1570033168.0205977,0.034184655820597,0.034184655820597,team18/sr-hack-2019-dataset/1174
24,1570033779.4912627,0.03253996209169666,0.03253996209169666,team18/sr-hack-2019-dataset/1174
25,1570034389.0019124,0.031277680755460925,0.031277680755460925,team18/sr-hack-2019-dataset/1174
26,1570035013.9844298,0.028693240553946276,0.028693240553946276,team18/sr-hack-2019-dataset/1174
27,1570035674.447354,0.02910463620917446,0.02910463620917446,team18/sr-hack-2019-dataset/1174
28,1570036336.962281,0.02846757348853311,0.02846757348853311,team18/sr-hack-2019-dataset/1174
29,1570036994.6902194,0.0288279501605066,0.0288279501605066,team18/sr-hack-2019-dataset/1174
30,1570037648.8112373,0.028051841521075364,0.028051841521075364,team18/sr-hack-2019-dataset/1174
31,1570038308.6872144,0.027676085275714205,0.027676085275714205,team18/sr-hack-2019-dataset/1174
32,1570038969.3768318,0.027817381956129972,0.027817381956129972,team18/sr-hack-2019-dataset/1174
33,1570039622.0333676,0.02595481650579517,0.02595481650579517,team18/sr-hack-2019-dataset/1174
34,1570040279.557651,0.02648874355032056,0.02648874355032056,team18/sr-hack-2019-dataset/1174
35,1570040941.824775,0.025404204592823432,0.025404204592823432,team18/sr-hack-2019-dataset/1174
36,1570041601.4766085,0.025496838203523643,0.025496838203523643,team18/sr-hack-2019-dataset/1174
37,1570042208.537516,0.022381044262793564,0.022381044262793564,team18/sr-hack-2019-dataset/1174
38,1570042827.781678,0.023266323208466336,0.023266323208466336,team18/sr-hack-2019-dataset/1174
39,1570043484.6242747,0.02176218218148329,0.02176218218148329,team18/sr-hack-2019-dataset/1174
