step,walltime,value,smoothed,sessionName
0,1569642290.1155136,0.9830176400225484,0.9830176400225484,team18/sr-hack-2019-dataset/740
1,1569643543.7081633,0.9901717255507637,0.9901717255507637,team18/sr-hack-2019-dataset/740
2,1569644768.8033674,0.9879925021883894,0.9879925021883894,team18/sr-hack-2019-dataset/740
3,1569645988.6935554,0.984085482385184,0.984085482385184,team18/sr-hack-2019-dataset/740
4,1569647213.128558,0.9588170323148347,0.9588170323148347,team18/sr-hack-2019-dataset/740
5,1569648435.9080675,0.9526735014688561,0.9526735014688561,team18/sr-hack-2019-dataset/740
6,1569649648.3132434,0.9269123773470762,0.9269123773470762,team18/sr-hack-2019-dataset/740
7,1569650865.631365,0.9075835139804855,0.9075835139804855,team18/sr-hack-2019-dataset/740
8,1569652073.9174573,0.886985155616255,0.886985155616255,team18/sr-hack-2019-dataset/740
9,1569653299.924365,0.8820836216813247,0.8820836216813247,team18/sr-hack-2019-dataset/740
10,1569654506.1799347,0.863902803429928,0.863902803429928,team18/sr-hack-2019-dataset/740
11,1569655711.2451112,0.8488544755427435,0.8488544755427435,team18/sr-hack-2019-dataset/740
12,1569656936.354384,0.8472641695348698,0.8472641695348698,team18/sr-hack-2019-dataset/740
13,1569658156.4964724,0.8375160978381921,0.8375160978381921,team18/sr-hack-2019-dataset/740
14,1569659367.685998,0.8149974564269903,0.8149974564269903,team18/sr-hack-2019-dataset/740
15,1569660595.849843,0.8081000197069621,0.8081000197069621,team18/sr-hack-2019-dataset/740
16,1569661818.780335,0.7904462481152353,0.7904462481152353,team18/sr-hack-2019-dataset/740
17,1569663043.967524,0.776014335669143,0.776014335669143,team18/sr-hack-2019-dataset/740
18,1569664265.880226,0.7589976030834521,0.7589976030834521,team18/sr-hack-2019-dataset/740
19,1569665475.749992,0.7395770794282231,0.7395770794282231,team18/sr-hack-2019-dataset/740
20,1569666693.6887875,0.7240337859823921,0.7240337859823921,team18/sr-hack-2019-dataset/740
21,1569667909.3149364,0.7106788819277992,0.7106788819277992,team18/sr-hack-2019-dataset/740
22,1569669100.6315572,0.6846863155772077,0.6846863155772077,team18/sr-hack-2019-dataset/740
23,1569670307.1909127,0.6822985650581813,0.6822985650581813,team18/sr-hack-2019-dataset/740
24,1569671520.3808498,0.671063305178348,0.671063305178348,team18/sr-hack-2019-dataset/740
25,1569672737.1127994,0.6564847362704345,0.6564847362704345,team18/sr-hack-2019-dataset/740
26,1569673958.458088,0.6434987648776106,0.6434987648776106,team18/sr-hack-2019-dataset/740
27,1569675161.6383555,0.6250819213829705,0.6250819213829705,team18/sr-hack-2019-dataset/740
28,1569676368.5462866,0.6237230576039084,0.6237230576039084,team18/sr-hack-2019-dataset/740
29,1569677583.6549482,0.6141010188041082,0.6141010188041082,team18/sr-hack-2019-dataset/740
30,1569678801.4934013,0.6029688767489929,0.6029688767489929,team18/sr-hack-2019-dataset/740
31,1569680005.5199933,0.5884178059276709,0.5884178059276709,team18/sr-hack-2019-dataset/740
32,1569681217.7489607,0.5801294243275572,0.5801294243275572,team18/sr-hack-2019-dataset/740
33,1569682421.1412628,0.5660481124855062,0.5660481124855062,team18/sr-hack-2019-dataset/740
34,1569683620.5966353,0.5560892221249605,0.5560892221249605,team18/sr-hack-2019-dataset/740
35,1569684834.761887,0.5539099987625861,0.5539099987625861,team18/sr-hack-2019-dataset/740
36,1569686041.4973752,0.5418979179365436,0.5418979179365436,team18/sr-hack-2019-dataset/740
37,1569687249.0361316,0.5323767054542454,0.5323767054542454,team18/sr-hack-2019-dataset/740
38,1569688471.3912685,0.5283940659129136,0.5283940659129136,team18/sr-hack-2019-dataset/740
39,1569689688.3072007,0.5190401334573802,0.5190401334573802,team18/sr-hack-2019-dataset/740
40,1569690884.7540338,0.4957240475350257,0.4957240475350257,team18/sr-hack-2019-dataset/740
41,1569692087.2623768,0.4978368171881373,0.4978368171881373,team18/sr-hack-2019-dataset/740
42,1569693305.0612473,0.4929077851666155,0.4929077851666155,team18/sr-hack-2019-dataset/740
43,1569694519.2413113,0.48274953367828155,0.48274953367828155,team18/sr-hack-2019-dataset/740
44,1569695731.7949834,0.4729418827939889,0.4729418827939889,team18/sr-hack-2019-dataset/740
