step,walltime,value,smoothed,sessionName
10,1569465069.411798,0.16162411744717317,0.16162411744717317,team18/sr-hack-2019-dataset/513
20,1569465078.0282474,0.15275485333181832,0.15275485333181832,team18/sr-hack-2019-dataset/513
70,1569465125.981865,0.13681770371031818,0.13681770371031818,team18/sr-hack-2019-dataset/513
90,1569465143.7929742,0.13504819633346435,0.13504819633346435,team18/sr-hack-2019-dataset/513
100,1569465151.313645,0.13440471656360636,0.13440471656360636,team18/sr-hack-2019-dataset/513
160,1569465202.1818728,0.13203907287963418,0.13203907287963418,team18/sr-hack-2019-dataset/513
200,1569465233.213228,0.1312063504466572,0.1312063504466572,team18/sr-hack-2019-dataset/513
220,1569465250.028894,0.13067383867667912,0.13067383867667912,team18/sr-hack-2019-dataset/513
290,1569465307.8544815,0.12943151648823367,0.12943151648823367,team18/sr-hack-2019-dataset/513
330,1569465343.4328105,0.12873815183991477,0.12873815183991477,team18/sr-hack-2019-dataset/513
340,1569465352.492099,0.1284906602025473,0.1284906602025473,team18/sr-hack-2019-dataset/513
380,1569465388.9980037,0.1277228917137499,0.1277228917137499,team18/sr-hack-2019-dataset/513
430,1569465432.95481,0.1269881895559887,0.1269881895559887,team18/sr-hack-2019-dataset/513
500,1569465492.6969123,0.12574079978569314,0.12574079978569314,team18/sr-hack-2019-dataset/513
510,1569465501.3018632,0.12552144448987304,0.12552144448987304,team18/sr-hack-2019-dataset/513
530,1569465519.026963,0.12526059562759487,0.12526059562759487,team18/sr-hack-2019-dataset/513
550,1569465534.548028,0.12501979852432415,0.12501979852432415,team18/sr-hack-2019-dataset/513
560,1569465543.905977,0.12486471644387508,0.12486471644387508,team18/sr-hack-2019-dataset/513
590,1569465569.1969416,0.12433386790765905,0.12433386790765905,team18/sr-hack-2019-dataset/513
600,1569465576.0609975,0.12422895415874537,0.12422895415874537,team18/sr-hack-2019-dataset/513
610,1569465583.296248,0.12414585218962405,0.12414585218962405,team18/sr-hack-2019-dataset/513
620,1569465590.736545,0.12403871057514454,0.12403871057514454,team18/sr-hack-2019-dataset/513
630,1569465599.1990244,0.12382240898322114,0.12382240898322114,team18/sr-hack-2019-dataset/513
670,1569465632.8655562,0.12307862434663394,0.12307862434663394,team18/sr-hack-2019-dataset/513
680,1569465640.994754,0.12294961903504044,0.12294961903504044,team18/sr-hack-2019-dataset/513
