step,walltime,value,smoothed,sessionName
0,1570426260.308667,0.8552814841065115,0.8552814841065115,team18/sr-hack-2019-50000/2
1,1570427250.5679116,0.7172796874871229,0.7172796874871229,team18/sr-hack-2019-50000/2
2,1570428240.0837624,0.6638165250524014,0.6638165250524014,team18/sr-hack-2019-50000/2
3,1570429215.0079546,0.6219613369705261,0.6219613369705261,team18/sr-hack-2019-50000/2
4,1570430187.8225791,0.5830840317897241,0.5830840317897241,team18/sr-hack-2019-50000/2
5,1570431174.9973154,0.5413964182991454,0.5413964182991454,team18/sr-hack-2019-50000/2
6,1570432162.3627467,0.48065612320303724,0.48065612320303724,team18/sr-hack-2019-50000/2
7,1570433135.3702955,0.44106868635256047,0.44106868635256047,team18/sr-hack-2019-50000/2
8,1570434121.5826328,0.39796355664707966,0.39796355664707966,team18/sr-hack-2019-50000/2
9,1570435117.5792367,0.3676504119313109,0.3676504119313109,team18/sr-hack-2019-50000/2
10,1570436127.041381,0.3385487490968828,0.3385487490968828,team18/sr-hack-2019-50000/2
11,1570437138.466337,0.31239475079460577,0.31239475079460577,team18/sr-hack-2019-50000/2
12,1570438140.8417654,0.28311040418441996,0.28311040418441996,team18/sr-hack-2019-50000/2
13,1570439154.6804428,0.26346983794712886,0.26346983794712886,team18/sr-hack-2019-50000/2
14,1570440170.193,0.2452206902424887,0.2452206902424887,team18/sr-hack-2019-50000/2
15,1570441183.535526,0.23375968704758293,0.23375968704758293,team18/sr-hack-2019-50000/2
16,1570442198.8807347,0.21448586192403102,0.21448586192403102,team18/sr-hack-2019-50000/2
17,1570443213.3944092,0.20528574214940512,0.20528574214940512,team18/sr-hack-2019-50000/2
18,1570444256.835738,0.19065455734210215,0.19065455734210215,team18/sr-hack-2019-50000/2
19,1570445320.4231212,0.18342549935854643,0.18342549935854643,team18/sr-hack-2019-50000/2
20,1570446377.2353666,0.1692297337761698,0.1692297337761698,team18/sr-hack-2019-50000/2
21,1570447442.780432,0.16202952059931267,0.16202952059931267,team18/sr-hack-2019-50000/2
22,1570448508.9196148,0.15681410483576316,0.15681410483576316,team18/sr-hack-2019-50000/2
23,1570449574.5399263,0.14696841081597836,0.14696841081597836,team18/sr-hack-2019-50000/2
24,1570450636.809952,0.13726556726746278,0.13726556726746278,team18/sr-hack-2019-50000/2
25,1570451714.8912284,0.1341709315773714,0.1341709315773714,team18/sr-hack-2019-50000/2
26,1570452789.2702975,0.12362884151014925,0.12362884151014925,team18/sr-hack-2019-50000/2
27,1570453852.9257817,0.11911119535626083,0.11911119535626083,team18/sr-hack-2019-50000/2
28,1570454915.1846118,0.11206894183513408,0.11206894183513408,team18/sr-hack-2019-50000/2
29,1570455975.4377797,0.10811308263075625,0.10811308263075625,team18/sr-hack-2019-50000/2
30,1570457053.4406207,0.10316963218750773,0.10316963218750773,team18/sr-hack-2019-50000/2
31,1570458119.8327491,0.09590074089946349,0.09590074089946349,team18/sr-hack-2019-50000/2
32,1570459182.6712737,0.09035292307776835,0.09035292307776835,team18/sr-hack-2019-50000/2
33,1570460245.4093404,0.08715939090756751,0.08715939090756751,team18/sr-hack-2019-50000/2
34,1570461309.2691154,0.08334912929890637,0.08334912929890637,team18/sr-hack-2019-50000/2
35,1570462372.8416617,0.07798674237741644,0.07798674237741644,team18/sr-hack-2019-50000/2
36,1570463442.4596374,0.0754978476279954,0.0754978476279954,team18/sr-hack-2019-50000/2
37,1570464504.1225197,0.07257902790254302,0.07257902790254302,team18/sr-hack-2019-50000/2
38,1570465565.8125541,0.06715345711876093,0.06715345711876093,team18/sr-hack-2019-50000/2
39,1570466619.9903076,0.06269624770271719,0.06269624770271719,team18/sr-hack-2019-50000/2
40,1570467685.8869996,0.0600631289198032,0.0600631289198032,team18/sr-hack-2019-50000/2
41,1570468748.1749632,0.05694926335857941,0.05694926335857941,team18/sr-hack-2019-50000/2
42,1570469803.0981507,0.054873810838504795,0.054873810838504795,team18/sr-hack-2019-50000/2
43,1570470867.4349036,0.051769560212847204,0.051769560212847204,team18/sr-hack-2019-50000/2
44,1570471930.7410932,0.0503699003068538,0.0503699003068538,team18/sr-hack-2019-50000/2
45,1570472996.521578,0.04748541963699498,0.04748541963699498,team18/sr-hack-2019-50000/2
46,1570474054.1564937,0.04571764505503864,0.04571764505503864,team18/sr-hack-2019-50000/2
47,1570475118.2667644,0.04235516473131749,0.04235516473131749,team18/sr-hack-2019-50000/2
48,1570476178.691766,0.034106923577744995,0.034106923577744995,team18/sr-hack-2019-50000/2
49,1570477248.403598,0.03290643019419423,0.03290643019419423,team18/sr-hack-2019-50000/2
50,1570478320.649747,0.03131721870132439,0.03131721870132439,team18/sr-hack-2019-50000/2
51,1570479382.9003239,0.029478018883733453,0.029478018883733453,team18/sr-hack-2019-50000/2
52,1570480450.7746778,0.028777502149624882,0.028777502149624882,team18/sr-hack-2019-50000/2
53,1570481514.1595387,0.027960232626498212,0.027960232626498212,team18/sr-hack-2019-50000/2
54,1570482574.5750117,0.026627877269468185,0.026627877269468185,team18/sr-hack-2019-50000/2
55,1570483638.9201422,0.02646442336484285,0.02646442336484285,team18/sr-hack-2019-50000/2
56,1570484700.5426338,0.02554963092383048,0.02554963092383048,team18/sr-hack-2019-50000/2
57,1570485762.935238,0.024553798311617313,0.024553798311617313,team18/sr-hack-2019-50000/2
58,1570486822.1726854,0.024111511275572296,0.024111511275572296,team18/sr-hack-2019-50000/2
59,1570487895.0307765,0.023882126384207333,0.023882126384207333,team18/sr-hack-2019-50000/2
60,1570488959.628129,0.022479719353766445,0.022479719353766445,team18/sr-hack-2019-50000/2
61,1570490028.7405124,0.022585483644994603,0.022585483644994603,team18/sr-hack-2019-50000/2
62,1570491096.2344496,0.02202781738215523,0.02202781738215523,team18/sr-hack-2019-50000/2
63,1570492149.5428677,0.021259996099083283,0.021259996099083283,team18/sr-hack-2019-50000/2
64,1570493213.338955,0.02093446185205636,0.02093446185205636,team18/sr-hack-2019-50000/2
65,1570494277.2811472,0.020069117651098714,0.020069117651098714,team18/sr-hack-2019-50000/2
66,1570495330.444473,0.019841106321957493,0.019841106321957493,team18/sr-hack-2019-50000/2
67,1570496397.5296204,0.019621336366158725,0.019621336366158725,team18/sr-hack-2019-50000/2
68,1570497452.284363,0.019555405379419095,0.019555405379419095,team18/sr-hack-2019-50000/2
69,1570498508.8583486,0.01837551542922446,0.01837551542922446,team18/sr-hack-2019-50000/2
70,1570499559.0761755,0.01683849930085683,0.01683849930085683,team18/sr-hack-2019-50000/2
71,1570500613.2137694,0.016083040077798566,0.016083040077798566,team18/sr-hack-2019-50000/2
